"id","cen","strain.id","sex","geno","zyg","litter","IMPC_HEM_001_001","IMPC_HEM_002_001","IMPC_HEM_003_001","IMPC_HEM_004_001","IMPC_HEM_005_001","IMPC_HEM_006_001","IMPC_HEM_007_001","IMPC_HEM_008_001","IMPC_HEM_019_001","IMPC_HEM_027_001","IMPC_HEM_029_001","IMPC_HEM_030_001","IMPC_HEM_031_001","IMPC_HEM_032_001","IMPC_HEM_033_001","IMPC_HEM_034_001","IMPC_HEM_035_001","IMPC_HEM_036_001","IMPC_HEM_037_001","IMPC_HEM_038_001","IMPC_HEM_039_001","IMPC_HEM_040_001"
"48500496","10","35","0","0","1","92491",6.58,10.63,17.84,52.4,49.3,15.993,34.14,1098,6.6,12.7,15.1,1.1007,79.8,5.25,1.6,0.11,2.857,0.17,0.0496,0.6487,0.0328,0.432
"48500498","10","35","1","0","1","92491",5.55,10.62,17.54,51.7,48.7,15.793,34.14,1136,6.3,12.6,15.5,0.9707,79.1,4.39,1.3,0.07,3.557,0.19,0.0296,0.4487,0.0228,0.332
"48500500","10","35","1","0","1","92491",7.09,10.43,17.34,51.3,49.1,15.893,33.94,1311,6.4,13.6,14.6,1.1407,76,5.39,1.6,0.11,7.057,0.48,0.0396,0.4487,0.0428,0.632
"48500502","10","35","1","0","1","92491",6.85,10.85,17.94,53.2,49.1,15.793,33.94,1373,6.4,12.3,12.5,0.9707,82.5,5.65,1.7,0.12,2.657,0.16,0.0396,0.5487,0.0328,0.432
"48500508","10","35","0","0","1","92492",5.57,9.84,17.04,48.8,49.6,16.393,34.84,1018,6.8,13.3,10.7,0.7007,83.9,4.67,1.4,0.08,3.057,0.16,0.0396,0.6487,0.0428,0.632
"48500527","10","35","1","0","1","92864",8.57,11.11,18.04,53.9,48.6,15.593,33.84,1114,6.5,12.7,10.1,0.9707,84.4,7.24,1.3,0.11,3.557,0.28,0.0496,0.4487,0.0428,0.432
"48500529","10","35","1","0","1","92864",9.55,11.99,19.14,58.3,48.6,15.393,33.34,1214,6.3,12.4,11.9,1.2507,80.8,7.72,1.5,0.14,4.857,0.44,0.0696,0.6487,0.0528,0.532
"48500539","10","35","0","0","1","92865",4.07,9.82,16.84,48.1,49,16.293,34.94,1045,6.5,12.8,11,0.5607,81.5,3.31,2.3,0.09,4.757,0.18,0.0296,0.4487,0.0128,0.332
"48500541","10","35","0","0","1","92865",5.71,10.24,17.44,50.2,49,16.193,34.74,1106,6.4,13.3,16.8,1.0707,77.3,4.41,1.8,0.1,3.157,0.17,0.0496,0.7487,0.0328,0.632
"48500531","10","35","1","0","1","92864",8.7,11.24,18.34,56.2,50,15.693,33.04,1216,6.5,12.3,8.6,0.8507,85.7,7.46,1.4,0.12,3.457,0.27,0.0496,0.5487,0.0628,0.732
"48500533","10","35","1","0","1","92864",7.79,10.79,17.64,51.4,47.6,15.593,34.34,1439,6.5,12.8,9.7,0.8707,85.4,6.65,1.1,0.09,3.257,0.23,0.0396,0.4487,0.0328,0.432
"48500543","10","35","0","0","1","92865",6.63,10.75,17.84,53.8,50,15.893,33.54,1192,6.5,12.6,12.7,0.9507,82.2,5.45,1.5,0.1,2.757,0.17,0.0496,0.6487,0.0428,0.632
"48500545","10","35","0","0","1","92865",5.08,10.32,17.24,50.1,48.6,15.993,34.54,1093,6.6,12.8,8.4,0.5407,85.1,4.32,1.8,0.09,4.157,0.2,0.0296,0.5487,0.0228,0.432
"48500570","10","35","0","0","1","93206",6.8,10.67,17.84,51.9,48.6,15.993,34.64,1168,6.6,12.3,13.5,1.0307,81.6,5.55,1,0.07,3.157,0.2,0.0496,0.5487,0.0328,0.432
"48500572","10","35","0","0","1","93206",5.7,10.3,17.64,50.7,49.2,16.293,34.84,1144,6.5,12.8,14.2,0.9207,80.8,4.6,1.2,0.07,3.057,0.16,0.0496,0.6487,0.0228,0.432
"48500578","10","35","1","0","1","93206",8.19,11.13,18.54,57,51.2,15.993,33.04,1061,6.5,12.6,9.4,0.8807,85.4,7,1.3,0.11,2.957,0.22,0.0496,0.5487,0.0528,0.632
"48500574","10","35","0","0","1","93206",6.78,10.48,17.44,50.5,48.2,15.893,34.64,1048,6.4,12.7,9,0.7207,86.5,5.86,1.2,0.08,2.357,0.14,0.0496,0.6487,0.0528,0.732
"48500576","10","35","0","0","1","93206",8.12,10.55,17.44,50.9,48.3,15.793,34.34,1038,6.5,12.8,10.7,0.9807,82.9,6.73,1.4,0.12,4.057,0.31,0.0496,0.5487,0.0628,0.732
"48500582","10","35","1","0","1","93206",8.13,10.82,18.14,52.9,48.9,15.993,34.54,1120,5.6,12.6,11.2,1.0207,83.7,6.81,1.6,0.13,3.157,0.24,0.0296,0.3487,0.0328,0.432
"48500588","10","35","1","0","1","93207",9.33,10.45,17.34,49.9,47.7,15.793,34.74,1048,6.5,12.5,10.1,1.0507,84.5,7.88,1.8,0.16,2.357,0.2,0.0496,0.5487,0.1028,1.032
"48500599","10","35","0","0","1","93477",6.06,10.66,17.54,55.2,51.8,15.693,32.14,1163,6.7,12.4,9.4,0.6807,85.3,5.17,1.1,0.07,3.157,0.17,0.0396,0.5487,0.0528,0.832
"48500601","10","35","1","0","1","93477",8.64,11.13,18.14,57.9,52,15.593,31.84,1051,6.7,12.4,8.2,0.8207,86.3,7.46,1.1,0.09,3.657,0.3,0.0396,0.4487,0.0528,0.632
"48500603","10","35","1","0","1","93477",7,10.9,17.84,56.8,52.1,15.693,31.84,1085,6.7,12.3,10.4,0.8407,83.8,5.87,1.4,0.1,3.257,0.21,0.0396,0.5487,0.0628,0.932
"48500613","10","35","0","0","1","93478",6.17,10.59,17.84,54.3,51.3,16.093,33.24,1116,6.8,12.5,8.7,0.6407,84.8,5.23,1.1,0.07,4.557,0.26,0.0396,0.4487,0.0528,0.732
"48500605","10","35","1","0","1","93477",7.55,10.81,17.84,54.9,50.8,15.793,32.94,1223,6.5,12.3,15.4,1.2707,80.2,6.06,1.1,0.08,2.057,0.13,0.0496,0.5487,0.0828,1.132
"48500607","10","35","1","0","1","93477",7.07,10.49,17.24,52.3,49.9,15.693,33.14,1252,6.7,12.8,12.2,0.9707,83.4,5.89,1,0.07,2.357,0.15,0.0296,0.2487,0.0828,1.132
"48500617","10","35","0","0","1","93478",5.16,10.21,16.94,51.7,50.7,15.793,32.84,1122,6.7,13,12.3,0.7407,82.2,4.24,1.3,0.07,3.657,0.17,0.0296,0.3487,0.0328,0.632
"48500619","10","35","0","0","1","93478",6.67,10.08,16.94,51.5,51.1,15.993,33.14,1098,6.7,12.8,12.9,0.9707,81.6,5.44,1.1,0.07,3.157,0.19,0.0396,0.5487,0.0728,1.032
"58416286","10","35","1","3621_1","1","93919",7.17,10.14,15.94,51.4,50.7,14.793,31.04,1292,6.6,17.6,19.6,1.5107,74.3,5.32,1.4,0.1,3.057,0.2,0.0496,0.6487,0.1028,1.432
"58416290","10","35","1","3621_1","1","93920",6.53,10.11,15.24,48.8,48.3,14.293,31.24,1033,5.7,16.8,13.4,0.9807,68.3,4.46,0.5,0.03,17.057,1.1,0.0396,0.4487,0.0428,0.632
"58416292","10","35","1","0","1","93920",7.78,11.02,17.74,56,50.8,15.393,32.04,1014,6.5,12.4,13,1.1207,77.1,6,2.4,0.19,5.157,0.38,0.0896,1.0487,0.1328,1.632
"58416296","10","35","1","3621_1","1","93921",7.32,10.43,15.54,51.4,49.3,14.193,30.44,1227,6.8,16.9,10.3,0.8607,85.1,6.23,0.9,0.06,2.657,0.18,0.0396,0.4487,0.0728,1.032
"58416302","10","35","1","3621_1","1","93923",9.49,10.65,15.44,49,46,13.693,31.44,1206,6.6,16.8,12.4,1.2907,82.3,7.81,0.7,0.07,3.457,0.3,0.0396,0.3487,0.1128,1.232
"58416304","10","35","1","0","1","93923",6.55,10.47,17.74,55,52.5,16.193,32.64,1025,6.8,12.7,9.5,0.7307,81.8,5.36,1,0.06,6.757,0.43,0.0396,0.5487,0.0528,0.732
"58416310","10","35","1","0","1","93925",7.6,10.8,17.14,53.4,49.5,15.093,32.34,1000,6.7,12.6,10.2,0.8807,82.3,6.25,1,0.08,5.457,0.39,0.0396,0.4487,0.0728,0.932
"59174651","10","35","1","3803_1","1","94072",4.03,10.87,18.14,58,53.4,15.993,31.84,1140,6.3,12.9,15.8,0.7507,79,3.18,2,0.08,2.357,0.08,0.0396,0.6487,0.0228,0.632
"59174661","10","35","1","3803_1","1","94073",4.05,10.92,18.34,56.9,52.2,16.093,32.64,1040,6,12.7,16.2,0.7607,78.6,3.18,1.6,0.07,2.957,0.11,0.0296,0.5487,0.0228,0.432
"59174663","10","35","1","3803_1","1","94073",5.16,10.49,17.54,53.5,51,15.893,33.04,1176,6.4,13.4,12.4,0.7507,81.8,4.22,1,0.05,4.057,0.19,0.0296,0.3487,0.0428,0.732
"59174675","10","35","1","0","1","94076",9.65,10.91,18.24,56.6,51.9,15.993,32.64,1215,6.5,12.3,10.7,1.1507,82.1,7.92,1.3,0.12,4.557,0.42,0.0796,0.7487,0.0828,0.932
"59174677","10","35","1","0","1","94076",8.51,10.99,18.24,56.6,51.6,15.893,32.64,1283,6.5,12.1,10.1,0.9707,84.8,7.21,0.8,0.06,3.057,0.24,0.0496,0.5487,0.0928,1.032
"64136857","10","35","1","0","1","94241",8,10.38,16.84,54.7,52.6,15.493,31.24,978,6.5,14.2,9.5,0.8707,83.8,6.71,1.3,0.11,4.757,0.36,0.0396,0.3487,0.0428,0.532
"64136863","10","35","1","0","1","94242",6.17,11.13,17.94,57.4,51.6,15.493,31.74,1194,6.4,12.5,11.4,0.8107,80.3,4.95,1.6,0.1,5.057,0.3,0.0496,0.6487,0.0828,1.332
"64136865","10","35","1","3805_1","1","94242",7.23,10.59,17.44,55,51.9,15.693,32.04,1062,6.5,12.7,15.1,1.2007,77.1,5.58,1.5,0.11,4.457,0.3,0.0396,0.4487,0.1228,1.732
"64136873","10","35","1","0","1","94243",7.65,11.45,18.04,59.7,52.1,15.193,30.94,1181,6.3,12.9,7.4,0.6807,87.4,6.68,1.1,0.08,2.457,0.17,0.0496,0.5487,0.1028,1.332
"64136881","10","35","1","0","1","94247",9.73,10.53,17.04,54.2,51.5,15.493,31.84,1195,6.8,12.4,14.1,1.4907,75.7,7.37,1.6,0.16,5.757,0.54,0.1096,1.0487,0.2028,2.032
"64136883","10","35","1","3805_1","1","94247",5.71,11.39,18.14,57.8,50.7,15.293,31.94,1072,6.3,12.3,15,0.9707,77.6,4.43,1.8,0.1,4.157,0.23,0.0396,0.4487,0.0728,1.232
"67157997","10","35","1","3887_1","1","94399",11.53,10.89,17.84,56.2,51.6,15.693,32.24,1007,5.5,14.1,11.3,1.4107,79.3,9.14,1.6,0.19,6.557,0.73,0.0896,0.7487,0.0928,0.832
"67157999","10","35","1","0","1","94399",6.67,11.13,17.94,56.7,51,15.393,32.04,1267,6,12.5,10,0.7707,84.9,5.67,1.5,0.1,3.257,0.2,0.0396,0.4487,0.0128,0.232
"67158003","10","35","1","3887_1","1","94400",8.1,11.72,18.64,58.7,50.1,15.293,32.34,1259,5.8,12.3,13.5,1.2007,81.3,6.58,1.4,0.12,3.257,0.24,0.0496,0.5487,0.0328,0.332
"67158005","10","35","1","0","1","94400",9.21,10.51,17.64,55.2,52.6,15.993,32.24,910,6.1,13.6,11,1.1207,81.5,7.5,1.8,0.16,5.057,0.44,0.0496,0.4487,0.0528,0.532
"67158007","10","35","1","3887_1","1","94400",8.27,11.87,18.84,62.7,52.8,15.293,30.74,1230,6,12.5,8.2,0.7807,85.8,7.09,1.3,0.1,4.057,0.32,0.0596,0.6487,0.0328,0.432
"67158021","10","35","1","0","1","94404",7.9,11.32,18.34,57.8,51.1,15.593,32.24,1202,5.9,12.5,12.7,1.1107,81.6,6.45,1.6,0.13,3.757,0.28,0.0396,0.3487,0.0228,0.332
"67158029","10","35","1","3887_1","1","94406",7.9,11.16,18.24,57,51.1,15.593,32.34,1232,6.2,12.3,12.5,1.1007,81.4,6.43,1.2,0.09,4.257,0.31,0.0396,0.4487,0.0428,0.632
"61892105","10","35","1","0","1","94472",7.67,11.3,18.14,56.9,50.3,15.393,32.34,1194,6.2,12.6,14.7,1.2407,79.7,6.11,1.4,0.1,3.757,0.27,0.0496,0.5487,0.0228,0.332
"61892107","10","35","1","4045_1","1","94473",9.14,11.65,18.64,60.6,52,15.393,31.34,1207,6.2,12.2,12.7,1.2707,82,7.5,1.7,0.16,2.757,0.23,0.0496,0.4487,0.0528,0.632
"61892109","10","35","1","4045_1","1","94473",9.09,11.02,17.94,56.3,51.1,15.593,32.34,1352,6.3,12.4,13.6,1.3507,77.9,7.08,2.1,0.2,5.357,0.47,0.0596,0.5487,0.0628,0.732
"61892117","10","35","1","0","1","94474",8.53,11.32,18.14,57.2,50.6,15.393,32.24,1106,6.2,12.5,11.2,1.0707,83.4,7.11,1.6,0.14,2.957,0.23,0.0496,0.5487,0.0528,0.532
"61892119","10","35","1","4045_1","1","94475",9.83,10.71,17.64,53.3,49.8,15.693,33.34,1296,6.2,12.9,12.7,1.3607,79.6,7.82,1.9,0.19,4.757,0.44,0.0696,0.7487,0.0728,0.732
"61892123","10","35","1","0","1","94476",9.88,10.94,17.74,54.9,50.2,15.493,32.64,1245,6.4,12.4,10.4,1.1307,82.3,8.13,2.8,0.28,2.957,0.27,0.1096,1.0487,0.0828,0.832
"61892129","10","35","1","4045_1","1","94477",9.29,10.95,17.84,54.6,49.8,15.593,32.94,1297,6.2,12.9,11.2,1.1507,82.9,7.7,1.5,0.14,3.557,0.31,0.0496,0.4487,0.0628,0.632
"62479997","10","35","1","4047_1","1","94600",10.11,11.21,18.14,56.1,50,15.493,32.74,1245,5.8,13,11.9,1.3207,83.1,8.4,1.5,0.15,2.557,0.23,0.0596,0.5487,0.0728,0.732
"62479999","10","35","1","0","1","94600",8.49,10.74,17.74,53.5,49.8,15.693,33.34,1204,5.7,12.7,10.8,1.0307,83.2,7.07,1.5,0.12,3.557,0.28,0.0496,0.5487,0.0528,0.632
"62480015","10","35","1","0","1","94602",9.68,11.29,18.14,58.5,51.8,15.393,31.54,1278,5.5,12.3,7.8,0.8707,88.5,8.57,0.9,0.09,1.757,0.15,0.0496,0.4487,0.0828,0.832
"62480001","10","35","1","4047_1","1","94600",11.13,11.06,17.94,56.4,51,15.493,32.24,1368,6,12.6,10.6,1.2907,83.6,9.3,1.7,0.19,2.657,0.27,0.0996,0.8487,0.0928,0.832
"62480011","10","35","1","4047_1","1","94601",7.93,11.62,18.54,62.5,53.8,15.393,30.44,1220,6,12.4,8.8,0.8107,86.8,6.88,1.3,0.11,2.257,0.16,0.0496,0.5487,0.0428,0.532
"62480019","10","35","1","0","1","94603",7.13,11.5,18.64,58.1,50.5,15.593,32.64,1248,5.9,12.6,8.6,0.7207,84.5,6.03,1.4,0.1,4.657,0.32,0.0496,0.5487,0.0428,0.632
"62480031","10","35","1","0","1","94604",11.53,10.94,17.94,54.8,50.1,15.693,33.14,1157,5.8,12.8,10.1,1.2707,85.6,9.87,0.9,0.11,2.557,0.26,0.0696,0.5487,0.0728,0.632
"28702459","10","35","0","0","1","80928",6.01,10.84,18.04,53.1,49,15.993,34.34,1379,7.3,12.9,10.1,0.7207,83.9,5.05,1,0.06,3.457,0.19,0.0696,1.1487,0.0428,0.732
"28702461","10","35","0","0","1","80928",8.47,10.32,17.64,50.2,48.7,16.293,35.24,1221,7.2,12.8,7.7,0.7607,87.4,7.41,0.6,0.05,2.157,0.16,0.0796,0.8487,0.1328,1.632
"28702467","10","35","1","0","1","80928",5.63,11.54,18.64,58.3,50.5,15.493,32.44,1568,7.3,12.7,7.2,0.5207,88.2,4.96,0.7,0.04,2.957,0.15,0.0296,0.3487,0.0528,0.832
"28702469","10","35","1","0","1","80928",7.25,11.25,18.24,52.2,46.4,15.593,35.24,1620,7.1,12.7,10.9,0.9007,84.8,6.14,0.7,0.05,2.157,0.14,0.0396,0.4487,0.1028,1.332
"28702471","10","35","1","0","1","80928",10.3,11.1,18.04,52.5,47.3,15.493,34.54,1475,7,13,11.2,1.2707,83.4,8.59,0.8,0.08,3.257,0.31,0.0696,0.5487,0.1128,1.132
"28702473","10","35","0","0","1","80929",7.78,10.72,17.74,51,47.5,15.793,34.84,1216,7.2,12.9,10.7,0.9507,85.1,6.62,0.4,0.03,2.457,0.17,0.0396,0.4487,0.0928,1.132
"28702475","10","35","0","0","1","80929",5.26,10.27,17.24,49.3,48,15.993,35.04,1078,7.2,13.2,11.2,0.7007,82.7,4.35,0.7,0.04,4.657,0.23,0.0296,0.4487,0.0328,0.532
"28702477","10","35","1","0","1","80929",6.43,11.29,18.44,53.3,47.2,15.693,34.84,1381,6.5,12.8,12.4,0.9107,83.2,5.35,0.7,0.04,2.657,0.16,0.0296,0.3487,0.0628,1.032
"28702479","10","35","1","0","1","80929",7.76,11.16,18.14,52.2,46.8,15.593,34.84,1425,7,12.7,9.4,0.8407,85.7,6.65,0.5,0.04,3.557,0.26,0.0296,0.3487,0.0628,0.832
"28702488","10","35","0","0","1","81342",6.05,10.37,17.44,51.7,49.8,15.993,33.94,1157,6.9,12.9,8.4,0.6207,84.7,5.12,1.6,0.09,3.457,0.19,0.0596,0.8487,0.0828,1.432
"28702494","10","35","1","0","1","81342",8.52,11.09,18.24,54.9,49.5,15.693,33.54,1493,7.3,12.8,8.8,0.8607,85,7.25,0.9,0.08,3.957,0.31,0.0496,0.5487,0.1028,1.232
"28702496","10","35","1","0","1","81342",8.21,10.96,17.84,52.3,47.8,15.593,34.34,1338,7.3,13.1,10.7,0.9907,80.7,6.63,0.8,0.06,6.657,0.53,0.0496,0.5487,0.0728,0.832
"28702498","10","35","0","0","1","81343",7.18,10.53,17.44,50.3,47.8,15.793,34.64,1192,7.1,12.7,11.1,0.9107,83.9,6.02,0.7,0.05,2.957,0.19,0.0496,0.6487,0.0828,1.132
"28702500","10","35","0","0","1","81343",7.84,10.33,17.54,50.9,49.3,16.193,34.64,950,7.4,13.6,10.2,0.9107,83.9,6.58,0.5,0.04,3.857,0.28,0.0596,0.6487,0.0928,1.232
"28702502","10","35","0","0","1","81343",6.47,10.71,17.84,50.4,47.1,15.993,35.54,1259,7.2,12.3,10.7,0.8007,84.5,5.47,1.2,0.08,2.257,0.13,0.0496,0.6487,0.0628,1.032
"28702504","10","35","1","0","1","81343",8.49,10.98,17.94,51.3,46.7,15.593,35.04,1649,7.3,12.6,11.2,1.0607,82.9,7.04,1.2,0.1,3.557,0.28,0.0496,0.5487,0.0728,0.832
"28702506","10","35","1","0","1","81343",8.11,10.99,17.94,51.2,46.6,15.693,35.24,1609,7.2,12.9,10,0.9207,82.6,6.7,1.2,0.1,4.657,0.35,0.0496,0.5487,0.1128,1.332
"28702508","10","35","0","0","1","81344",7.04,10.67,17.64,51.1,47.9,15.793,34.74,1103,7.2,12.7,13.7,1.0707,80.4,5.66,1.1,0.08,3.157,0.2,0.0496,0.6487,0.0928,1.332
"28702510","10","35","1","0","1","81344",7.75,10.94,17.64,51.9,47.5,15.393,34.14,1581,7,12.7,12.6,1.0807,81.2,6.29,0.9,0.07,4.357,0.32,0.0396,0.4487,0.0728,0.932
"28702523","10","35","0","0","1","82021",6.49,10.91,18.24,53.4,48.9,15.993,34.44,1168,6.9,12.8,14,1.0207,76.3,4.95,1.5,0.1,6.557,0.41,0.0496,0.7487,0.0828,1.332
"28702525","10","35","0","0","1","82021",7.11,10.63,17.94,51.7,48.6,16.093,34.94,1337,7,12.4,9.1,0.7607,84.6,6.02,0.7,0.05,4.257,0.28,0.0496,0.5487,0.0828,1.132
"28702527","10","35","0","0","1","82021",7.56,11.08,18.34,53.3,48.1,15.893,34.74,1180,7,12.4,10.7,0.9207,83.6,6.32,0.8,0.06,3.157,0.22,0.0496,0.5487,0.1128,1.432
"28702533","10","35","1","0","1","82022",10.47,11.2,18.04,52.6,46.9,15.393,34.54,1516,6.8,12.6,15.2,1.7107,79,8.26,1,0.1,3.657,0.35,0.0496,0.4487,0.1128,1.132
"28702535","10","35","0","0","1","82023",7.61,10.83,17.64,52.8,48.7,15.593,33.64,1288,6.8,12.7,12.7,1.0807,82.8,6.3,0.8,0.06,1.657,0.11,0.0396,0.3487,0.1528,1.932
"28702537","10","35","1","0","1","82023",5.6,11.15,18.14,56.1,50.3,15.593,32.84,1589,6.8,13.3,11.1,0.7307,84.5,4.73,0.5,0.03,2.357,0.12,0.0396,0.5487,0.0728,1.332
"28702539","10","35","1","0","1","82023",10.62,10.85,18.14,56.3,51.8,15.993,32.64,1041,7.1,14.1,10.9,1.2707,82.9,8.8,1,0.11,3.657,0.36,0.0596,0.5487,0.1428,1.332
"28702541","10","35","1","0","1","82024",5.96,10.65,17.74,51.9,48.7,15.893,34.44,1422,6.4,12.5,11.1,0.7707,84.2,5.02,0.5,0.03,3.057,0.16,0.0296,0.3487,0.0728,1.132
"28702082","10","35","0","1797_1","1","86974",6.31,11.04,18.04,53.2,48.2,15.593,34.14,1028,6.3,13,12.1,0.8807,82.4,5.21,1.3,0.08,2.557,0.14,0.0696,0.9487,0.0628,1.032
"28702084","10","35","0","1797_1","1","86974",9.15,10.93,18.24,52.9,48.4,15.893,34.64,935,6.8,12.4,12.8,1.2807,79.5,7.28,2,0.18,4.557,0.39,0.0696,0.6487,0.0728,0.832
"28702086","10","35","0","0","1","86974",6.27,10.59,17.74,51.2,48.4,16.093,34.84,1148,6.9,13.4,16.6,1.1507,73.2,4.58,2.1,0.13,7.357,0.44,0.0496,0.7487,0.0328,0.532
"28702090","10","35","0","0","1","86975",4.96,10.85,18.04,52.5,48.4,15.893,34.64,994,7,12.7,13.5,0.7807,77.7,3.85,1.1,0.05,6.757,0.32,0.0396,0.6487,0.0328,0.532
"28702098","10","35","0","0","1","86976",6.62,10.83,17.94,52.2,48.2,15.793,34.54,1123,7,12.7,13.5,1.0007,77.6,5.13,1.7,0.11,5.957,0.38,0.0596,0.8487,0.0528,0.732
"28702104","10","35","0","1797_1","1","86979",6.06,10.44,17.54,50.9,48.7,15.993,34.64,1095,6.6,13.2,10.9,0.7707,84.3,5.11,1.1,0.07,2.557,0.14,0.0396,0.6487,0.0528,0.932
"28702106","10","35","0","1797_1","1","86979",7.91,10.7,17.94,50.7,47.3,15.993,35.44,1205,7.1,12.7,11.1,0.9907,82.7,6.54,1.7,0.14,3.057,0.22,0.0696,0.8487,0.0728,0.932
"28702108","10","35","1","0","1","86979",8.88,11.96,19.34,58.2,48.6,15.593,33.74,1200,7.1,12.8,15.8,1.5207,75.2,6.68,1.3,0.12,6.357,0.54,0.0896,0.9487,0.0628,0.632
"28702110","10","35","0","1797_1","1","86980",7.47,10.56,17.64,50.1,47.4,15.993,35.34,1175,7.3,12.9,9.9,0.8507,84.3,6.3,1.1,0.08,3.157,0.22,0.0596,0.6487,0.0828,1.132
"28702112","10","35","0","0","1","86980",7.2,11,17.94,51.9,47.2,15.593,34.74,1128,7,12.8,12.2,0.9907,79,5.69,1.2,0.09,6.957,0.48,0.0296,0.3487,0.0528,0.632
"28702114","10","35","1","0","1","86980",8.26,11.06,17.94,51.9,47,15.593,34.84,1346,7,13,9.9,0.9307,84,6.94,1.2,0.1,4.057,0.32,0.0396,0.4487,0.0528,0.632
"28702116","10","35","1","1797_1","1","86980",8.63,11.21,18.34,52.2,46.6,15.693,35.34,1284,6.8,13.1,9.7,0.9507,83.7,7.22,1.2,0.1,4.857,0.39,0.0296,0.3487,0.0528,0.532
"28702118","10","35","0","1797_1","1","86981",8.98,10.6,17.54,50.1,47.2,15.793,35.14,1077,7.1,13,11.8,1.1707,82.8,7.43,1.3,0.11,3.557,0.29,0.0396,0.4487,0.0428,0.532
"28702120","10","35","0","0","1","86981",6.84,10.77,17.74,51.5,47.9,15.693,34.54,956,7.3,13.1,10.5,0.8307,82.6,5.65,1.6,0.11,4.657,0.3,0.0396,0.4487,0.0428,0.632
"28702122","10","35","1","1797_1","1","86981",8.67,11,18.14,55.8,50.7,15.793,32.84,1078,7.2,13.7,9.3,0.9107,85.2,7.39,1.1,0.1,3.557,0.28,0.0496,0.5487,0.0628,0.732
"28702124","10","35","1","0","1","86981",8.41,11.26,17.94,52,46.1,15.193,34.64,1614,7.1,13,10.3,0.9807,81.6,6.86,1.3,0.11,6.157,0.5,0.0396,0.3487,0.0528,0.632
"28702126","10","35","1","0","1","86981",7.67,10.89,17.94,53.2,48.8,15.793,34.04,1094,7.4,13.4,10.4,0.9107,81.7,6.26,1.2,0.09,6.257,0.46,0.0296,0.2487,0.0428,0.532
"28702128","10","35","1","1797_1","1","86982",8.77,11.21,17.94,52.9,47.2,15.293,34.14,1333,7,13,11.1,1.0807,81.6,7.16,1.3,0.12,5.457,0.46,0.0496,0.4487,0.0328,0.432
"28702130","10","35","1","1797_1","1","86982",9.76,11.31,18.34,54,47.8,15.593,34.24,1244,7,13.5,10.5,1.1307,81.4,7.95,1.1,0.11,6.257,0.59,0.0496,0.4487,0.0628,0.632
"28702132","10","35","0","0","1","86985",4.64,10.58,17.54,51,48.2,15.793,34.44,991,7.2,13.5,11.7,0.6507,80,3.71,1.9,0.09,5.257,0.23,0.0296,0.4487,0.0428,1.032
"28702134","10","35","0","0","1","86985",6.69,10.59,17.64,51.1,48.2,15.893,34.74,1134,7.3,13.2,8,0.6407,86.7,5.8,1.1,0.07,3.257,0.2,0.0396,0.5487,0.0528,0.832
"28702009","10","35","0","0","1","87533",5.43,10.69,17.54,49.7,46.5,15.593,35.24,1100,6.7,13.2,8.4,0.5607,87.7,4.76,0.8,0.04,2.657,0.13,0.0296,0.3487,0.0228,0.432
"28702021","10","35","0","1796_1","1","87536",5.29,10.48,17.44,49,46.7,15.893,35.64,1105,6.5,13,8.3,0.5507,87,4.6,1.4,0.08,2.557,0.12,0.0296,0.4487,0.0328,0.532
"28702023","10","35","0","1796_1","1","87536",5.79,10.59,17.64,49.5,46.8,15.893,35.64,1148,6.5,12.9,9.2,0.6407,86.5,5.01,0.7,0.04,2.557,0.13,0.0496,0.7487,0.0328,0.532
"28702025","10","35","0","0","1","87536",6.43,10.5,17.64,50.5,48.2,16.093,35.04,1069,6.5,12.5,9.9,0.7507,84.5,5.44,1.3,0.08,3.657,0.22,0.0296,0.3487,0.0428,0.632
"28702027","10","35","0","0","1","87536",3.72,10.36,17.24,48.8,47.1,15.793,35.24,1617,6.6,12.7,5.7,0.3207,91.5,3.4,0.5,0.02,1.357,0.04,0.0296,0.6487,0.0228,0.632
"28702029","10","35","1","0","1","87536",8.62,11.16,18.04,52.2,46.8,15.493,34.84,1385,6.3,12.8,14.3,1.3407,78.9,6.8,1.7,0.15,4.057,0.33,0.0496,0.5487,0.0628,0.732
"28702031","10","35","0","1796_1","1","87537",6.12,11.25,18.64,53.1,47.2,15.893,35.34,1103,6.7,12.8,13.6,0.9407,81.3,4.97,1.1,0.07,3.257,0.18,0.0396,0.5487,0.0328,0.532
"28702033","10","35","0","1796_1","1","87537",6.92,10.7,17.74,51.2,47.8,15.793,34.74,1078,6.8,12.9,10.4,0.8307,84,5.81,1.3,0.09,3.157,0.2,0.0496,0.6487,0.0528,0.732
"28702037","10","35","0","0","1","87538",8.86,10.82,17.94,50.6,46.8,15.793,35.54,1143,6.7,12.9,12.5,1.2207,81,7.18,1.3,0.11,4.157,0.35,0.0596,0.5487,0.0728,0.832
"28702039","10","35","1","1796_1","1","87538",8.15,10.93,17.84,51.3,46.9,15.593,34.94,1332,6.7,12.5,10,0.9207,84.9,6.92,1.2,0.1,3.157,0.23,0.0496,0.5487,0.0428,0.432
"28702041","10","35","0","1796_1","1","87539",6.56,10.42,17.64,50.3,48.2,16.093,35.14,1036,6.8,13.5,14,1.0307,82.6,5.42,0.9,0.06,1.857,0.1,0.0296,0.3487,0.0328,0.532
